filename,character,confidence
char_0001.png,天,1.0000
char_0002.png,地,1.0000
char_0003.png,闔,1.0000
char_0004.png,闢,1.0000
char_0005.png,運,1.0000
char_0006.png,乎,1.0000
char_0007.png,鴻,1.0000
char_0008.png,樞,1.0000
char_0009.png,而,1.0000
char_0010.png,乾,1.0000
char_0011.png,坤,1.0000
char_0012.png,為,1.0000
char_0013.png,之,1.0000
char_0014.png,戶,1.0000
char_0015.png,日,1.0000
char_0016.png,月,1.0000
char_0017.png,出,1.0000
char_0018.png,入,1.0000
char_0019.png,經,1.0000
char_0020.png,乎,1.0000
char_0021.png,黃,1.0000
char_0022.png,道,1.0000
char_0023.png,而,1.0000
char_0024.png,卯,1.0000
char_0025.png,酉,1.0000
char_0026.png,為,1.0000
char_0027.png,之,1.0000
char_0028.png,門,1.0000
char_0029.png,是,1.0000
char_0030.png,故,1.0000
char_0031.png,建,1.0000
char_0032.png,設,1.0000
char_0033.png,琳,1.0000
char_0034.png,宮,1.0000
char_0035.png,摹,1.0000
char_0036.png,憲,1.0000
char_0037.png,玄,1.0000
char_0038.png,象,1.0000
char_0039.png,外,1.0000
char_0040.png,則,1.0000
char_0041.png,周,1.0000
char_0042.png,垣,1.0000
char_0043.png,之,1.0000
char_0044.png,聯,1.0000
char_0045.png,屬,1.0000
char_0046.png,靈,1.0000
char_0047.png,星,1.0000
char_0048.png,之,1.0000
char_0049.png,橫,1.0000
char_0050.png,陳,1.0000
char_0051.png,內,1.0000
char_0052.png,則,1.0000
char_0053.png,重,1.0000
char_0054.png,闥,1.0000
char_0055.png,之,1.0000
char_0056.png,劃,1.0000
char_0057.png,開,1.0000
char_0058.png,閶,1.0000
char_0059.png,闔,1.0000
char_0060.png,之,1.0000
char_0061.png,彷,1.0000
char_0062.png,彿,1.0000
char_0063.png,非,1.0000
char_0064.png,崇,1.0000
char_0065.png,嚴,1.0000
char_0066.png,無,1.0000
char_0067.png,以,1.0000
char_0068.png,備,1.0000
char_0069.png,制,1.0000
char_0070.png,度,1.0000
char_0071.png,非,1.0000
char_0072.png,巨,1.0000
char_0073.png,麗,1.0000
char_0074.png,無,1.0000
char_0075.png,以,1.0000
char_0076.png,竦,1.0000
char_0077.png,視,1.0000
char_0078.png,瞻,1.0000
char_0079.png,惟,1.0000
char_0080.png,是,1.0000
char_0081.png,勾,1.0000
char_0082.png,吳,1.0000
char_0083.png,之,1.0000
char_0084.png,邦,1.0000
char_0085.png,玄,1.0000
char_0086.png,妙,1.0000
char_0087.png,之,1.0000
char_0088.png,觀,1.0000
char_0089.png,賜,1.0000
char_0090.png,額,1.0000
char_0091.png,改,1.0000
char_0092.png,矣,1.0000
char_0093.png,廣,1.0000
char_0094.png,殿,1.0000
char_0095.png,新,1.0000
char_0096.png,矣,1.0000
char_0097.png,而,1.0000
char_0098.png,三,1.0000
char_0099.png,門,1.0000
char_0100.png,甚,1.0000
char_0101.png,陋,1.0000
char_0102.png,萬,1.0000
char_0103.png,目,1.0000
char_0104.png,所,1.0000
char_0105.png,觀,1.0000
char_0106.png,譬,1.0000
char_0107.png,之,1.0000
char_0108.png,於,1.0000
char_0109.png,人,1.0000
char_0110.png,神,1.0000
char_0111.png,觀,1.0000
char_0112.png,不,1.0000
char_0113.png,足,1.0000
char_0114.png,一,1.0000
char_0115.png,身,1.0000
char_0116.png,之,1.0000
char_0117.png,內,1.0000
char_0118.png,強,1.0000
char_0119.png,弱,1.0000
char_0120.png,弗,1.0000
char_0121.png,侔,1.0000
char_0122.png,非,1.0000
char_0123.png,欠,1.0000
char_0124.png,歟,1.0000
char_0125.png,觀,1.0000
char_0126.png,之,1.0000
char_0127.png,徒,1.0000
char_0128.png,嚴,1.0000
char_0129.png,煥,1.0000
char_0130.png,文,1.0000
char_0131.png,深,1.0000
char_0132.png,念,1.0000
char_0133.png,前,1.0000
char_0134.png,功,1.0000
char_0135.png,是,1.0000
char_0136.png,圖,1.0000
char_0137.png,是,1.0000
char_0138.png,究,1.0000
char_0139.png,時,1.0000
char_0140.png,則,1.0000
char_0141.png,有,1.0000
char_0142.png,夫,1.0000
char_0143.png,人,1.0000
char_0144.png,胡,1.0000
char_0145.png,氏,1.0000
char_0146.png,妙,1.0000
char_0147.png,能,1.0000
char_0148.png,捐,1.0000
char_0149.png,其,1.0000
char_0150.png,簪,1.0000
char_0151.png,珥,1.0000
char_0152.png,給,1.0000
char_0153.png,其,1.0000
char_0154.png,資,1.0000
char_0155.png,用,1.0000
char_0156.png,爰,1.0000
char_0157.png,壬,1.0000
char_0158.png,辰,1.0000
char_0159.png,之,1.0000
char_0160.png,紀,1.0000
char_0161.png,歲,1.0000
char_0162.png,亟,1.0000
char_0163.png,先,1.0000
char_0164.png,甲,1.0000
char_0165.png,以,1.0000
char_0166.png,庀,1.0000
char_0167.png,徒,1.0000
char_0168.png,曾,1.0000
char_0169.png,幾,1.0000
char_0170.png,何,1.0000
char_0171.png,時,1.0000
char_0172.png,悉,1.0000
char_0173.png,更,1.0000
char_0174.png,其,1.0000
char_0175.png,舊,1.0000
char_0176.png,翬,1.0000
char_0177.png,飛,1.0000
char_0178.png,丹,1.0000
char_0179.png,栱,1.0000
char_0180.png,簷,1.0000
char_0181.png,牙,1.0000
char_0182.png,高,1.0000
char_0183.png,矗,1.0000
char_0184.png,於,1.0000
char_0185.png,層,1.0000
char_0186.png,霄,1.0000
char_0187.png,獸,1.0000
char_0188.png,齧,1.0000
char_0189.png,銅,1.0000
char_0190.png,環,1.0000
char_0191.png,鋪,1.0000
char_0192.png,首,1.0000
char_0193.png,輝,1.0000
char_0194.png,煌,1.0000
char_0195.png,於,1.0000
char_0196.png,朝,1.0000
char_0197.png,日,1.0000
char_0198.png,大,1.0000
char_0199.png,庭,1.0000
char_0200.png,中,1.0000
char_0201.png,敞,1.0000
char_0202.png,峻,1.0000
char_0203.png,殿,1.0000
char_0204.png,周,1.0000
char_0205.png,羅,1.0000
char_0206.png,可,1.0000
char_0207.png,以,1.0000
char_0208.png,樹,1.0000
char_0209.png,羽,1.0000
char_0210.png,節,1.0000
char_0211.png,可,1.0000
char_0212.png,以,1.0000
char_0213.png,容,1.0000
