filename,character,confidence
char_0001.png,天,1.0000
char_0002.png,地,1.0000
char_0003.png,玄,1.0000
char_0004.png,黃,1.0000
char_0005.png,宇,1.0000
char_0006.png,宙,1.0000
char_0007.png,洪,1.0000
char_0008.png,荒,1.0000
char_0009.png,日,1.0000
char_0010.png,月,1.0000
char_0011.png,盈,1.0000
char_0012.png,昃,1.0000
char_0013.png,辰,1.0000
char_0014.png,宿,1.0000
char_0015.png,列,1.0000
char_0016.png,張,1.0000
char_0017.png,寒,1.0000
char_0018.png,來,1.0000
char_0019.png,暑,1.0000
char_0020.png,往,1.0000
char_0021.png,秋,1.0000
char_0022.png,收,1.0000
char_0023.png,冬,1.0000
char_0024.png,藏,1.0000
char_0025.png,閏,1.0000
char_0026.png,餘,1.0000
char_0027.png,成,1.0000
char_0028.png,歲,1.0000
char_0029.png,律,1.0000
char_0030.png,召,1.0000
char_0031.png,調,1.0000
char_0032.png,陽,1.0000
char_0033.png,雲,1.0000
char_0034.png,騰,1.0000
char_0035.png,致,1.0000
char_0036.png,雨,1.0000
char_0037.png,露,1.0000
char_0038.png,結,1.0000
char_0039.png,爲,1.0000
char_0040.png,霜,1.0000
char_0041.png,金,1.0000
char_0042.png,生,1.0000
char_0043.png,麗,1.0000
char_0044.png,水,1.0000
char_0045.png,玉,1.0000
char_0046.png,出,1.0000
char_0047.png,崑,1.0000
char_0048.png,岡,1.0000
char_0049.png,劍,1.0000
char_0050.png,號,1.0000
char_0051.png,巨,1.0000
char_0052.png,闕,1.0000
char_0053.png,珠,1.0000
char_0054.png,稱,1.0000
char_0055.png,夜,1.0000
char_0056.png,光,1.0000
char_0057.png,果,1.0000
char_0058.png,珍,1.0000
char_0059.png,李,1.0000
char_0060.png,柰,1.0000
char_0061.png,菜,1.0000
char_0062.png,重,1.0000
char_0063.png,芥,1.0000
char_0064.png,薑,1.0000
char_0065.png,海,1.0000
char_0066.png,鹹,1.0000
char_0067.png,河,1.0000
char_0068.png,淡,1.0000
char_0069.png,鱗,1.0000
char_0070.png,潛,1.0000
char_0071.png,羽,1.0000
char_0072.png,翔,1.0000
char_0073.png,龍,1.0000
char_0074.png,師,1.0000
char_0075.png,火,1.0000
char_0076.png,帝,1.0000
char_0077.png,鳥,1.0000
char_0078.png,官,1.0000
char_0079.png,人,1.0000
char_0080.png,皇,1.0000
char_0081.png,始,1.0000
char_0082.png,制,1.0000
char_0083.png,文,1.0000
char_0084.png,字,1.0000
char_0085.png,乃,1.0000
char_0086.png,服,1.0000
char_0087.png,衣,1.0000
char_0088.png,裳,1.0000
char_0089.png,推,1.0000
char_0090.png,位,1.0000
char_0091.png,讓,1.0000
char_0092.png,國,1.0000
char_0093.png,有,1.0000
char_0094.png,虞,1.0000
char_0095.png,陶,1.0000
char_0096.png,唐,1.0000
char_0097.png,弔,1.0000
char_0098.png,民,1.0000
char_0099.png,伐,1.0000
char_0100.png,罪,1.0000
char_0101.png,周,1.0000
char_0102.png,發,1.0000
char_0103.png,殷,1.0000
char_0104.png,湯,1.0000
char_0105.png,坐,1.0000
char_0106.png,朝,1.0000
char_0107.png,問,1.0000
char_0108.png,道,1.0000
char_0109.png,垂,1.0000
char_0110.png,拱,1.0000
char_0111.png,平,1.0000
char_0112.png,章,1.0000
char_0113.png,愛,1.0000
char_0114.png,育,1.0000
char_0115.png,黎,1.0000
char_0116.png,首,1.0000
char_0117.png,臣,1.0000
char_0118.png,伏,1.0000
char_0119.png,戎,1.0000
char_0120.png,羌,1.0000
char_0121.png,遐,1.0000
char_0122.png,邇,1.0000
char_0123.png,壹,1.0000
char_0124.png,體,1.0000
char_0125.png,率,1.0000
char_0126.png,賓,1.0000
char_0127.png,歸,1.0000
char_0128.png,王,1.0000
char_0129.png,鳴,1.0000
char_0130.png,鳳,1.0000
char_0131.png,在,1.0000
char_0132.png,樹,1.0000
char_0133.png,白,1.0000
char_0134.png,駒,1.0000
char_0135.png,食,1.0000
char_0136.png,場,1.0000
char_0137.png,化,1.0000
char_0138.png,被,1.0000
char_0139.png,草,1.0000
char_0140.png,木,1.0000
char_0141.png,賴,1.0000
char_0142.png,及,1.0000
char_0143.png,萬,1.0000
char_0144.png,方,1.0000
char_0145.png,蓋,1.0000
char_0146.png,此,1.0000
char_0147.png,身,1.0000
char_0148.png,髮,1.0000
char_0149.png,四,1.0000
char_0150.png,大,1.0000
char_0151.png,五,1.0000
char_0152.png,常,1.0000
char_0153.png,恭,1.0000
char_0154.png,惟,1.0000
char_0155.png,鞠,1.0000
char_0156.png,養,1.0000
char_0157.png,豈,1.0000
char_0158.png,敢,1.0000
char_0159.png,毀,1.0000
char_0160.png,傷,1.0000
char_0161.png,女,1.0000
char_0162.png,慕,1.0000
char_0163.png,貞,1.0000
char_0164.png,絜,1.0000
char_0165.png,男,1.0000
char_0166.png,效,1.0000
char_0167.png,才,1.0000
char_0168.png,良,1.0000
char_0169.png,知,1.0000
char_0170.png,過,1.0000
char_0171.png,必,1.0000
char_0172.png,改,1.0000
char_0173.png,得,1.0000
char_0174.png,能,1.0000
char_0175.png,莫,1.0000
char_0176.png,忘,1.0000
char_0177.png,罔,1.0000
char_0178.png,談,1.0000
char_0179.png,彼,1.0000
char_0180.png,短,1.0000
char_0181.png,靡,1.0000
char_0182.png,恃,1.0000
char_0183.png,己,1.0000
char_0184.png,長,1.0000
char_0185.png,信,1.0000
char_0186.png,使,1.0000
char_0187.png,可,1.0000
char_0188.png,覆,1.0000
char_0189.png,器,1.0000
char_0190.png,欲,1.0000
char_0191.png,難,1.0000
char_0192.png,量,1.0000
char_0193.png,墨,1.0000
char_0194.png,悲,1.0000
char_0195.png,絲,1.0000
char_0196.png,淬,1.0000
char_0197.png,詩,1.0000
char_0198.png,讚,1.0000
char_0199.png,羔,1.0000
char_0200.png,羊,1.0000
char_0201.png,景,1.0000
char_0202.png,行,1.0000
char_0203.png,維,1.0000
char_0204.png,賢,1.0000
char_0205.png,克,1.0000
char_0206.png,念,1.0000
char_0207.png,作,1.0000
char_0208.png,聖,1.0000
char_0209.png,德,1.0000
char_0210.png,建,1.0000
char_0211.png,名,1.0000
char_0212.png,立,1.0000
char_0213.png,形,1.0000
